last_name,first_name,display_name,goals
Nijholt,Luc,Luc Nijholt,1
Nilis,Luc,Luc Nilis,1
Nilsson,Roland,Roland Nilsson,1
Nimni,Avi,Avi Nimni,1
Noone,Craig,Craig Noone,1
Normann,Mathias,Mathias Normann,1
Nyarko,Alex,Alex Nyarko,1
Nyatanga,Lewin,Lewin Nyatanga,1
O'Brien,Lewis,Lewis O'Brien,1
O'Brien,Liam,Liam O'Brien,1
O'Keefe,Stuart,Stuart O'Keefe,1
Oakes,Scott,Scott Oakes,1
Obi,Mikel John,John Obi Mikel,1
Okoli,Caleb,Caleb Okoli,1
Okore,Jores,Jores Okore,1
Oldfield,David,David Oldfield,1
Omobamidele,Andrew,Andrew Omobamidele,1
Onyeka,Frank,Frank Onyeka,1
Orlandi,Andrea,Andrea Orlandi,1
Örlygsson,Thorvaldu,Thorvaldu Örlygsson,1
Osborn,Ben,Ben Osborn,1
Paatelainen,Mixu,Mixu Paatelainen,1
Padovano,Michele,Michele Padovano,1
Page,Robert,Robert Page,1
Palacios,Wilson,Wilson Palacios,1
Palmer,Steve,Steve Palmer,1
Parker,Paul,Paul Parker,1
Patterson,Darren,Darren Patterson,1
Patterson,Mark,Mark Patterson,1
Paz,Adrian,Adrian Paz,1
Pearson,Nigel,Nigel Pearson,1
Pedersen,Per,Per Pedersen,1
Pennington,Matthew,Matthew Pennington,1
Perch,James,James Perch,1
Pereira da Silva,Fábio,Fábio,1
Pérez,Sébastien,Sébastien Pérez,1
Perisic,Ivan,Ivan Perisic,1
Perpetuini,David,David Perpetuini,1
Pezzini Leiva,Lucas,Lucas Leiva,1
Phelan,Terry,Terry Phelan,1
Phillips,Kalvin,Kalvin Phillips,1
Phillips,Nathaniel,Nathaniel Phillips,1
Pieters,Erik,Erik Pieters,1
Piper,Matt,Matt Piper,1
Polston,John,John Polston,1
Powell,Darren,Darren Powell,1
Powell,Nick,Nick Powell,1
Pratley,Darren,Darren Pratley,1
Pressley,Steven,Steven Pressley,1
Prica,Rade,Rade Prica,1
Pugh,Danny,Danny Pugh,1
Purse,Darren,Darren Purse,1
Puygrenier,Sébastien,Sébastien Puygrenier,1
Quina,Domingos,Domingos Quina,1
Rashica,Milot,Milot Rashica,1
Reddy,Michael,Michael Reddy,1
Redmond,Steve,Steve Redmond,1
Regis,Cyrille,Cyrille Regis,1
Reiziger,Michael,Michael Reiziger,1
Ricketts,Rohan,Rohan Ricketts,1
Ricketts,Sam,Sam Ricketts,1
Riether,Sascha,Sascha Riether,1
Rinaldi,Douglas,Douglas Rinaldi,1
Riveros,Cristian,Cristian Riveros,1
Rivière,Emmanuel,Emmanuel Rivière,1
Roberts,Connor,Connor Roberts,1
Robinson,Paul,Paul Robinson,1
Robinson,Jack,Jack Robinson,1
Robinson,Marvin,Marvin Robinson,1
Robinson,Paul,Paul Robinson,1
Roca,Marc,Marc Roca,1
Rodrigues Cristóvão,Hélder Marino,Hélder Cristóvão,1
Rodrigues da Silva,Alexandre,Alexandre Pato,1
Rodríguez Ruiz,Jesé,Jesé,1
Rojo,Marcos,Marcos Rojo,1
Rosenior,Liam,Liam Rosenior,1
Rossi,Giuseppe,Giuseppe Rossi,1
Rowland,Keith,Keith Rowland,1
Safri,Youssef,Youssef Safri,1
Sahin,Nuri,Nuri Sahin,1
Saïb,Moussa,Moussa Saïb,1
Saivet,Henri,Henri Saivet,1
Sakho,Lamine,Lamine Sakho,1
Samatta,Mbwana,Mbwana Samatta,1
Sambi Lokonga,Albert,Albert Sambi Lokonga,1
Sammon,Conor,Conor Sammon,1
Sánchez,Carlos,Carlos Sánchez,1
Sanetti,Francesco,Francesco Sanetti,1
Sansom,Kenny,Kenny Sansom,1
Santon,Davide,Davide Santon,1
Santos Lopes de Macedo,Kevin,Kevin,1
Savic,Stefan,Stefan Savic,1
Schemmel,Sebastien,Sebastien Schemmel,1
Schindler,Christopher,Christopher Schindler,1
Schmeichel,Peter,Peter Schmeichel,1
Schweinsteiger,Bastian,Bastian Schweinsteiger,1
Scotland,Jason,Jason Scotland,1
Scott,Kevin,Kevin Scott,1
Scott,Martin,Martin Scott,1
Scott,Philip,Philip Scott,1
Sema,Ken,Ken Sema,1
Seri,Jean,Jean Seri,1
Shechter,Itay,Itay Shechter,1
Shittu,Danny,Danny Shittu,1
Shotton,Ryan,Ryan Shotton,1
Silveira Neves Vojnovic,Lyanco Evangelista,Lyanco,1
Simms,Ellis,Ellis Simms,1
Simons,Xavi,Xavi Simons,1
Simpson,Jay,Jay Simpson,1
Sissoko,Mohamed,Mohamed Sissoko,1
Skipp,Oliver,Oliver Skipp,1
Smallbone,Will,Will Smallbone,1
Smith,David,David Smith,1
Sneekes,Richard,Richard Sneekes,1
Snodin,Ian,Ian Snodin,1
Solbakken,Stale,Stale Solbakken,1
Soler,Carlos,Carlos Soler,1
Sonko,Ibrahima,Ibrahima Sonko,1
Sonne,Oliver,Oliver Sonne,1
Sosa,Ramón,Ramón Sosa,1
Southall,Nicky,Nicky Southall,1
Spector,Jonathan,Jonathan Spector,1
Spence,Djed,Djed Spence,1
Squillaci,Sébastien,Sébastien Squillaci,1
Srbeny,Dennis,Dennis Srbeny,1
Stam,Jaap,Jaap Stam,1
Stam,Ronnie,Ronnie Stam,1
Stearman,Richard,Richard Stearman,1
Stephens,Dale,Dale Stephens,1
Stevenson,Jonathan,Jonathan Stevenson,1
Stewart,Jordan,Jordan Stewart,1
Stewart,Ross,Ross Stewart,1
Stokes,Anthony,Anthony Stokes,1
Stracqualursi,Denis,Denis Stracqualursi,1
Sugawara,Yukinari,Yukinari Sugawara,1
Summerbell,Mark,Mark Summerbell,1
Surridge,Sam,Sam Surridge,1
Taiwo,Taye Ismaila,Taye Ismaila Taiwo,1
Talboys,Steve,Steve Talboys,1
Taylor,Charlie,Charlie Taylor,1
Taylor,Jack,Jack Taylor,1
Tchaouna,Loum,Loum Tchaouna,1
Tella,Nathan,Nathan Tella,1
Thatcher,Ben,Ben Thatcher,1
Thomas,Luke,Luke Thomas,1
Thornton,Sean,Sean Thornton,1
Tiendalli,Dwight,Dwight Tiendalli,1
Tiote,Cheick,Cheick Tioté,1
Tisdale,Paul,Paul Tisdale,1
Toffolo,Harry,Harry Toffolo,1
Tomori,Fikayo,Fikayo Tomori,1
Trabelsi,Hatem,Hatem Trabelsi,1
Traore,Armand,Armand Traore,1
Trindade da Costa Neto,André,André,1
Trollope,Paul,Paul Trollope,1
Tuanzebe,Axel,Axel Tuanzebe,1
Tzimas,Stefanos,Stefanos Tzimas,1
Ugarte,Manuel,Manuel Ugarte,1
Valakari,Simo,Simo Valakari,1
Van Damme,Jelle,Jelle Van Damme,1
van Gobbel,Ulrich,Ulrich van Gobbel,1
van Wolfswinkel,Ricky,Ricky van Wolfswinkel,1
Varadi,Imre,Imre Varadi,1
Varela Tavares,Nuno Albertino,Nuno Tavares,1
Varga,Stanislav,Stanislav Varga,1
Véliz,Alejo,Alejo Véliz,1
Venison,Barry,Barry Venison,1
Ventola,Nicola,Nicola Ventola,1
Vernazza,Paolo,Paolo Vernazza,1
Viáfara,Jhon,Jhon Viáfara,1
Vietto,Luciano,Luciano Vietto,1
Vlasic,Nikola,Nikola Vlasic,1
Vrancic,Mario,Mario Vrancic,1
Vukcevic,Simon,Simon Vukcevic,1
Vukic,Zvonimir,Zvonimir Vukic,1
Wagué,Molla,Molla Wagué,1
Wallwork,Ronnie,Ronnie Wallwork,1
Ward,Darren,Darren Ward,1
Ward,Mitch,Mitch Ward,1
Ward,Danny,Danny Ward,1
Warzycha,Robert,Robert Warzycha,1
Wasilewski,Marcin,Marcin Wasilewski,1
Whalley,Gareth,Gareth Whalley,1
Whelan,Phil,Phil Whelan,1
Whitbread,Adrian,Adrian Whitbread,1
Whitley,Jeff,Jeff Whitley,1
Whyte,Chris,Chris Whyte,1
Wieffer,Mats,Mats Wieffer,1
Wilbraham,Aaron,Aaron Wilbraham,1
Williams,Mark,Mark Williams,1
Williams,Brandon,Brandon Williams,1
Williams,Paul,Paul Williams,1
Williams,Geraint,Geraint Williams,1
Williams,Michael,Michael Williams,1
Williamson,Mike,Mike Williamson,1
Wilson,Marc,Marc Wilson,1
Wome,Pierre,Pierre Wome,1
Wooter,Nordin,Nordin Wooter,1
Worrall,Joe,Joe Worrall,1
Yacob,Claudio,Claudio Yacob,1
Yarmoliuk,Yehor,Yehor Yarmoliuk,1
Yates,Steve,Steve Yates,1
Zabarnyi,Illia,Illia Zabarnyi,1
Zappacosta,Davide,Davide Zappacosta,1
Zheng,Zhi,Zheng Zhi,1
Ziegler,Reto,Reto Ziegler,1
Zohore,Kenneth,Kenneth Zohore,1
Zuñiga,Juan Camilo,Juan Camilo Zuñiga,1

